,id,Nome jogador,Time na época,primary_position,market_value,competição,Time,Posição,Value,Custo,Wage,Idade
185,57637,Marcelo Rodrigues Souza,Confiança,Lateral direito,0,Brasileiro B,Associação Desportiva Confiança,D/WB/AM,£35k,£79k,£547,22
186,184203,Ivan Aparecido Martins,Goiás,Lateral direito,0,Brasileiro B,Sociedade Esportiva e Recreativa Caxias do Sul,D/WB,£43k,£38k,£1k,27
187,-79038,Thalys Victor Martins Sena,Brasil de Pelotas,Lateral direito,0,Brasileiro B,América Futebol Clube-MG,AM,£338,£0,£63,20
188,-50674,Igor Inocencio de Oliveira,Coritiba,Lateral direito,0,Brasileiro B,Esporte Clube Juventude,"D/WB , DM, M",£78k,£114k,£1k,22
189,186636,Christofoly Acioly da Silva,Brusque,Lateral direito,0,Brasileiro B,Brusque Futebol Clube,D/WB/M,£43k,£76k,£1k,29
190,-73710,Kevem Lopes Botelho,Remo,Lateral direito,0,Brasileiro B,Clube do Remo,D,£7k,£13k,£291,20
191,448983,Thiago Ennes Moreira,Remo,Lateral direito,0,Brasileiro B,Clube do Remo,D/WB,£37k,£98k,£948,24
192,171521,Pedro Gonzaga,Vila Nova,Lateral direito,0,Brasileiro B,Vila Nova Futebol Clube,"D/WB , DM",£248k,£328k,£4k,33
193,-70219,Matheus dos Santos Miranda,Vasco da Gama,Zagueiro,1200000,Brasileiro B,Club de Regatas Vasco da Gama,D,£708k,£2m,£3k,20
194,490044,Ricardo Queiroz de Alencastro Graca,Vasco da Gama,Zagueiro,1200000,Brasileiro B,Club de Regatas Vasco da Gama,D,£2m,£4m,£3k,23
195,32644,Leandro Castan da Silva,Vasco da Gama,Zagueiro,1100000,Brasileiro B,Club de Regatas Vasco da Gama,D,£773k,£300m,£10k,33
196,226923,Fagner Ironi Daponte,Avaí,Zagueiro,950000,Brasileiro B,Avaí Futebol Clube,"D , DM",£919k,£2m,£4k,29
197,474632,Victor Hugo Soares dos Santos,Botafogo,Zagueiro,950000,Brasileiro B,Botafogo de Futebol e Regatas,D,£3m,£4m,£7k,23
198,284092,Ramon Menezes Roma,Cruzeiro,Zagueiro,800000,Brasileiro B,Cruzeiro Esporte Clube,"D , DM",£1m,£2m,£2k,25
199,9156,Ernando Rodrigues Lopes,Vasco da Gama,Zagueiro,750000,Brasileiro B,Esporte Clube Bahia,D,£271k,£195k,£4k,32
200,401925,David de Duarte Macedo,Goiás,Zagueiro,650000,Brasileiro B,Goiás Esporte Clube,D,£884k,£1m,£3k,26
201,116493,Luciano Castan da Silva,Coritiba,Zagueiro,650000,Brasileiro B,Coritiba Foot Ball Club,D,£685k,£987k,£3k,30
202,288073,Lucas Cavalcante Silva Afonso,CSA,Zagueiro,600000,Brasileiro B,Centro Sportivo Alagoano,D,£105k,£171k,£1k,24
203,99990,Ronaldo Luiz Alves,Guarani,Zagueiro,550000,Brasileiro B,Clube Náutico Capibaribe,D,£492k,£300m,£3k,31
204,112327,Alan Henrique Costa,Avaí,Zagueiro,525000,Brasileiro B,Avaí Futebol Clube,D,£919k,£2m,£4k,29
205,210405,Nathan Otavio Ribeiro,Coritiba,Zagueiro,500000,Brasileiro B,Coritiba Foot Ball Club,D,£71k,£31k,£758,30
206,178463,Yago Fernando da Silva,Náutico,Zagueiro,500000,Brasileiro B,Sport Club Corinthians Paulista,D,£158k,£79k,£3k,27
207,136420,Gilvan Souza Correa,Botafogo,Zagueiro,475000,Brasileiro B,Atlético Clube Goianiense,D,£272k,£326k,£1k,30
208,192640,Walisson Moreira Farias Maia,Vila Nova,Zagueiro,475000,Brasileiro B,Vila Nova Futebol Clube,D,£462k,£812k,£3k,28
209,-71286,Marcelo Alves dos Santos,Vitória,Zagueiro,450000,Brasileiro B,Club de Regatas Vasco da Gama,D,£38k,£37k,£48,22
210,9042,Carlos Roberto da Cruz Junior,Guarani,Zagueiro,400000,Brasileiro B,Mirassol Futebol Clube,D,£3k,£5k,£948,34
211,91877,Leandro Camilo de Almeida,Brasil de Pelotas,Zagueiro,350000,Brasileiro B,Grêmio Esportivo Brasil,"D , DM",£9k,£300m,£898,34
212,301278,Victor Oliveira,-,Zagueiro,300000,Brasileiro B,Tombense Futebol Clube,D,£26k,£34k,£668,26
213,472719,Wesley Frazan Bernardo,CRB,Zagueiro,300000,Brasileiro B,Fluminense Football Club,D,£312k,£172k,£1k,24
214,395280,Ruan Renato Bonifacio Augusto,Ponte Preta,Zagueiro,300000,Brasileiro B,Associação Atlética Ponte Preta,D,£64k,£92k,£951,26
215,-50409,Wagner Leonardo Calvelo de Souza,Náutico,Zagueiro,300000,Brasileiro B,Santos Futebol Clube,D,£2m,£2m,£318,21
216,283699,Ricardo Regis Aparecido de Lima,Vila Nova,Zagueiro,300000,Brasileiro B,Associação Atlética Aparecidense,D,£11k,£20k,£399,26
217,195341,Eduardo Schroeder Brock,Cruzeiro,Zagueiro,250000,Brasileiro B,Ceará Sporting Club,D,£149k,£107k,£2k,29
218,84748,Renie Almeida da Silva,Operário PR,Zagueiro,250000,Brasileiro B,Mirassol Futebol Clube,D,£25k,£22k,£1k,31
219,113099,Ednei Barbosa de Souza,Ponte Preta,Zagueiro,200000,Brasileiro B,Associação Atlética Ponte Preta,D,£462k,£1m,£3k,30
220,245339,Wellington Carvalho dos Santos,Coritiba,Zagueiro,100000,Brasileiro B,Coritiba Foot Ball Club,D,£46k,£40k,£2k,27
221,32348,Heverton Cardoso da Silva,Brasil de Pelotas,Zagueiro,75000,Brasileiro B,Grêmio Esportivo Brasil,D,£37k,£300m,£509,32
222,139028,Paulo Sergio Marques Correa,Sampaio Corrêa,Zagueiro,50000,Brasileiro B,Sampaio Corrêa Futebol Clube,D,£41k,£300m,£747,31
223,226372,Rafael da Cunha Jensen,Remo,Zagueiro,0,Brasileiro B,Clube do Remo,D,£13k,£6k,£641,31
224,-129589,Joao Victor Andrade Caetano,CRB,Zagueiro,0,Brasileiro B,Associação Desportiva São Caetano,D,£12k,£8k,£258,21
225,245907,Nilson Barbosa Nascimento Junior,Sampaio Corrêa,Zagueiro,0,Brasileiro B,Vila Nova Futebol Clube,"D , DM",£12k,£11k,£333,28
226,171241,Joecio Barbosa dos Santos,Sampaio Corrêa,Zagueiro,0,Brasileiro B,Sampaio Corrêa Futebol Clube,D,£6k,£300m,£783,34
227,230711,Marcondes de Jesus Santos Junior,Londrina,Zagueiro,0,Brasileiro B,Londrina Esporte Clube,D,£49k,£64k,£101,27
228,328224,Lucas Rodrigues Costa,Londrina,Zagueiro,0,Brasileiro B,Londrina Esporte Clube,D,£34k,£41k,£729,25
229,470539,Joao Victor Carroll Santana,Vitória,Zagueiro,0,Brasileiro B,Esporte Clube Vitória,D,£86k,£477k,£1k,22
230,139106,Sueliton Florencio Nogueira,Remo,Zagueiro,0,Brasileiro B,Ituano Futebol Clube,D,£16k,£22k,£484,29
231,327574,Cleidson Andrade de Souza Silva,Náutico,Zagueiro,0,Brasileiro B,Clube Náutico Capibaribe,D,£79k,£71k,£774,26
232,72274,Nirley da Silva Fonseca,Confiança,Zagueiro,0,Brasileiro B,Associação Desportiva Confiança,D,£41k,£300m,£864,32
233,228045,Victor Sallinas Ribeiro,Confiança,Zagueiro,0,Brasileiro B,Esporte Clube São José-RS,D,£21k,£37k,£576,28
234,-109819,Paulo Eduardo Ferreira Godinho,Cruzeiro,Zagueiro,0,Brasileiro B,Cruzeiro Esporte Clube,D,£14k,£1m,£291,18
235,328074,Icaro Cosmo da Rocha,Brasil de Pelotas,Zagueiro,0,Brasileiro B,Grêmio Esportivo Brasil,"D , DM, M",£10k,£8k,£215,26
236,435560,Joseph Mauricio de Oliveira Figueiredo,Cruzeiro,Zagueiro,0,Brasileiro B,América Futebol Clube-MG,"DM, M",£31k,£38k,£816,25
237,330886,Everton Paulo Strieder,Brusque,Zagueiro,0,Brasileiro B,Brusque Futebol Clube,"D , DM",£32k,£39k,£860,27
238,401749,Ianson Acosta Soares,Brusque,Zagueiro,0,Brasileiro B,Brusque Futebol Clube,D,£29k,£13k,£816,25
239,470536,Romercio Pereira da Conceicao,Remo,Zagueiro,0,Brasileiro B,Guarani Futebol Clube,D,£36k,£684k,£795,23
240,199030,Rafael Ferreira Donato,Vila Nova,Zagueiro,0,Brasileiro B,Vila Nova Futebol Clube,D,£13k,£10k,£421,31
241,302204,Renato Palm da Silveira,Vila Nova,Zagueiro,0,Brasileiro B,Associação Atlética Aparecidense,D,£13k,£23k,£440,28
242,-85843,Rafael Navarro Leal,Botafogo,Atacante,700000,Brasileiro B,Botafogo de Futebol e Regatas,"AM , ST",£87k,£295k,£780,20
243,56294,Fernando Camilo Farias,Ponte Preta,Atacante,675000,Brasileiro B,Associação Atlética Ponte Preta,M/AM,£115k,£300m,£4k,34
244,-37817,Getulio Wandelly Silva Timoteo,Avaí,Atacante,650000,Brasileiro B,Avaí Futebol Clube,ST,£55k,£318k,£933,23
245,404725,Rodrigo Gomes dos Santos,Ponte Preta,Atacante,650000,Brasileiro B,Santos Futebol Clube,ST,£1m,£2m,£4k,26
246,448412,Guilherme Bissoli Campos,Cruzeiro,Atacante,600000,Brasileiro B,Club Athletico Paranaense,"AM , ST",£347k,£191k,£831,22
247,486604,Matheus Alvarenga de Oliveira,Guarani,Atacante,600000,Brasileiro B,Guarani Futebol Clube,ST,£127k,£1m,£1k,20
248,196443,Hyuri Henrique de Oliveira Costa,CRB,Atacante,550000,Brasileiro B,Clube de Regatas Brasil,"AM , ST",£345k,£909k,£4k,28
249,111585,Guilherme Augusto Alves Dellatorre,CSA,Atacante,550000,Brasileiro B,Centro Sportivo Alagoano,"AM , ST",£1m,£2m,£4k,28
250,68205,Leonardo Gamalho de Souza,Coritiba,Atacante,450000,Brasileiro B,Coritiba Foot Ball Club,ST,£105k,£300m,£3k,34
251,336709,Iury Lirio Freitas de Castilho,CSA,Atacante,450000,Brasileiro B,Centro Sportivo Alagoano,"AM , ST",£23k,£64k,£2k,24
252,101372,Ricardo Bueno da Silva,Operário PR,Atacante,400000,Brasileiro B,Operário Ferroviário Esporte Clube,ST,£181k,£300m,£2k,32
253,226899,Jhon Cley Jesus Silva,Brusque,Atacante,325000,Brasileiro B,Sociedade Esportiva e Recreativa Caxias do Sul,"AM , ST",£63k,£112k,£2k,26
254,8988,Pedro Bispo Moreira Junior,Vila Nova,Atacante,325000,Brasileiro B,Vila Nova Futebol Clube,"AM , ST",£134k,£236k,£3k,33
255,9089,Bruno Ferreira Mombra Rosa,Goiás,Atacante,300000,Brasileiro B,Associação Ferroviária de Esportes,"AM , ST",£29k,£300m,£992,31
256,180140,Lucas Vinicius Goncalves Silva,Guarani,Atacante,300000,Brasileiro B,Clube de Regatas Brasil,ST,£939k,£2m,£4k,28
257,9088,Paulo Sergio Luiz de Souza,Operário PR,Atacante,225000,Brasileiro B,Associação Atlética Ponte Preta,"AM , ST",£75k,£300m,£1k,31
258,-70819,Vitor Alberto Alves Ribeiro,CRB,Atacante,100000,Brasileiro B,América Futebol Clube-MG,ST,£338,£0,£37,20
259,-79348,Fabricio do Rosario dos Santos,Brasil de Pelotas,Atacante,50000,Brasileiro B,Grêmio Foot-Ball Porto Alegrense,ST,£22k,£173k,£370,19
260,-70837,Cristiano Pereira de Oliveira,Confiança,Atacante,25000,Brasileiro B,Associação Desportiva Confiança,ST,£25k,£73k,£341,21
261,328355,Jefesson Vieira Eufrazio,Sampaio Corrêa,Atacante,0,Brasileiro B,Sampaio Corrêa Futebol Clube,ST,£77k,£92k,£837,26
262,33023,Willians dos Santos Santana,Confiança,Atacante,0,Brasileiro B,Associação Desportiva Confiança,"M , AM , ST",£47k,£300m,£864,32
263,-128925,Samuel Vanderlei da Silva,Vitória,Atacante,0,Brasileiro B,Esporte Clube Vitória,ST,£10k,£419k,£260,19
264,283385,Salatiel de Oliveira Gabriel Junior,Londrina,Atacante,0,Brasileiro B,Clube Náutico Capibaribe,ST,£65k,£43k,£816,27
265,298804,Adelvan Santos Nascimento Junior,Londrina,Atacante,0,Brasileiro B,Brusque Futebol Clube,ST,£27k,£12k,£553,25
266,-112851,Joao Henrique Oliveira Veras,Ponte Preta,Atacante,0,Brasileiro B,Associação Atlética Ponte Preta,ST,£11k,£29k,£279,19
267,395564,Eduardo Nascimento da Silva Junior,Brusque,Atacante,0,Brasileiro B,Brusque Futebol Clube,ST,£27k,£24k,£948,27
268,441525,Gabriel Pereira Taliari,Brusque,Atacante,0,Brasileiro B,Ituano Futebol Clube,AM,£18k,£22k,£553,23
269,443962,Renan Gorne Silva,Remo,Atacante,0,Brasileiro B,Clube do Remo,"AM , ST",£63k,£112k,£1k,24
270,17981,Thiago Maier dos Santos,Operário PR,Atacante,0,Brasileiro B,Operário Ferroviário Esporte Clube,ST,£9k,£4k,£346,33
271,80663,Paulo Cesar Elias,Grêmio Novorizontino,Lateral Esquerdo,600000,Brasileiro C,Grêmio Novorizontino,D/WB/M,£2k,£2k,£816,35
272,65222,Revson Cordeiro dos Santos,Ypiranga Erechim,Lateral Esquerdo,525000,Brasileiro C,Ypiranga Futebol Clube-RS,"DM, M",£13k,£300m,£658,32
273,409837,Gustavo Salomao Miguel,Oeste,Lateral Esquerdo,300000,Brasileiro C,Oeste Futebol Clube,D/WB,£18k,£48k,£372,23
274,255535,Djavan da Silva Ferreira,Jacuipense,Lateral Esquerdo,200000,Brasileiro C,Esporte Clube Jacuipense,D/WB,£97k,£300m,£2k,32
275,171974,Renan Luis Neves dos Santos Eloy,Figueirense,Lateral Esquerdo,75000,Brasileiro C,Figueirense Futebol Clube,D/WB,£46k,£81k,£688,29
276,33051,Helder Silva Santos,Criciúma,Lateral Esquerdo,50000,Brasileiro C,Criciúma Esporte Clube,D/WB,£30k,£80k,£855,31
277,88273,Bruno Bairros Collaco,Paysandu,Lateral Esquerdo,0,Brasileiro C,Paysandu Sport Club,D/WB,£49k,£64k,£1k,30
278,172312,Mario Sergio Valerio,Ituano,Lateral Esquerdo,0,Brasileiro C,Ituano Futebol Clube,D/WB,£17k,£15k,£523,26
279,-70923,Guilherme Martineli Soares,Botafogo SP,Lateral Esquerdo,0,Brasileiro C,Botafogo Futebol Clube-SP,D/WB,£287,£6k,£40,21
280,113608,Julio Cesar Machado Colares,Santa Cruz,Lateral Esquerdo,0,Brasileiro C,Esporte Clube São Bento-SP,D/WB,£6k,£14k,£407,33
281,195672,Denner Paulino Barbosa,Figueirense,Lateral Esquerdo,0,Brasileiro C,Figueirense Futebol Clube,D/WB/M/AM,£8k,£7k,£197,26
282,111646,Marcelo Henrique Ferreira,Paysandu,Lateral Esquerdo,0,Brasileiro C,Esporte Clube Pelotas,D/WB,£3k,£3k,£203,30
283,396279,Eduardo Mandai Rodrigues,Manaus,Lateral Esquerdo,0,Brasileiro C,Manaus Futebol Clube,D/WB/AM,£15k,£37k,£442,27
284,-164825,Davi da Silva Rodrigues de Oliveira,Oeste,Lateral Esquerdo,0,Brasileiro C,Oeste Futebol Clube,D/M,£287,£27k,£35,17
285,193479,Jonathan Lisboa Schmidt,Ypiranga Erechim,Lateral Esquerdo,0,Brasileiro C,Ypiranga Futebol Clube-RS,D/WB,£4k,£4k,£192,26
286,-85160,Diego Daniel Rodrigues de Matos,Paysandu,Lateral Esquerdo,0,Brasileiro C,Paysandu Sport Club,D/WB,£17k,£53k,£597,23
287,-167374,Francisco Madson Alves da Silva,Ferroviário,Lateral Esquerdo,0,Brasileiro C,Ferroviário Atlético Clube-CE,D/WB,£191,£5k,£42,21
288,298728,Luiz Paulo Franca do Nascimento,Volta Redonda,Lateral Esquerdo,0,Brasileiro C,Volta Redonda Futebol Clube,D/WB/M,£3k,£3k,£132,27
289,191023,Gabriel Araujo Carvalho,Botafogo PB,Lateral Esquerdo,0,Brasileiro C,Esporte Clube São Luiz,D/WB/AM,£12k,£21k,£440,28
290,395986,Manoel Ferreira Lima Neto,Tombense,Lateral Esquerdo,0,Brasileiro C,Tombense Futebol Clube,D/WB,£18k,£22k,£554,24
291,449032,Wenderson de Freitas Soares,Botafogo PB,Lateral Esquerdo,0,Brasileiro C,Botafogo Futebol Clube-PB,"D , DM",£15k,£37k,£458,24
292,396124,Danilo Santos Silva,Paraná,Lateral Esquerdo,0,Brasileiro C,Associação Atlética Portuguesa-RJ,D/WB,£11k,£19k,£597,28
293,112946,Fabio Alves da Silva,Floresta EC,Lateral Esquerdo,0,Brasileiro C,Floresta Esporte Clube,D/WB,£7k,£300m,£421,32
294,449863,Marcelo Nunes Correa,EC São José,Lateral Esquerdo,0,Brasileiro C,Esporte Clube São José-RS,D/WB,£6k,£35k,£244,21
295,-35530,Reverson Valuarth Paiva Silva,Grêmio Novorizontino,Lateral Esquerdo,0,Brasileiro C,Grêmio Novorizontino,"D/WB , DM",£8k,£18k,£333,23
296,331265,Antonio Francisco Moura Neto,Mirassol,Volante,650000,Brasileiro C,Mirassol Futebol Clube,"DM, M",£325k,£286k,£277,23
297,172602,Victor Gomes Lemos,Botafogo SP,Volante,250000,Brasileiro C,Botafogo Futebol Clube-SP,"DM, M",£26k,£300m,£828,33
298,434539,Wesley Dias Claudino,Ferroviário,Volante,250000,Brasileiro C,Ferroviário Atlético Clube-CE,"DM, M",£49k,£93k,£161,25
299,-52588,Jurani Francisco Ferreira,Paysandu,Volante,250000,Brasileiro C,Paysandu Sport Club,M/AM,£4k,£64k,£180,23
300,72703,Josemar Guimaraes da Silva,Volta Redonda,Volante,200000,Brasileiro C,Volta Redonda Futebol Clube,"M , AM",£0,£0,£59,34
301,233319,Karl Cachoeira Della Vedova Junior,Santa Cruz,Volante,150000,Brasileiro C,Esporte Clube São José-RS,M,£20k,£54k,£539,27
302,396201,Leonardo Lima dos Santos,Grêmio Novorizontino,Volante,150000,Brasileiro C,Grêmio Novorizontino,DM,£21k,£17k,£860,27
303,417745,Kaio Silva Mendes,Ituano,Volante,100000,Brasileiro C,Paraná Clube,DM,£46k,£62k,£667,25
304,403473,Luiz Felipe Costa Meneses,Paraná,Volante,100000,Brasileiro C,Clube Náutico Marcílio Dias,"DM, M",£146,£0,£60,23
305,284980,Moises Wolschick,Paraná,Volante,100000,Brasileiro C,Paraná Clube,"DM, M",£41k,£18k,£772,25
306,231841,Anderson Indalencio da Rosa,Grêmio Novorizontino,Volante,100000,Brasileiro C,Associação Ferroviária de Esportes,M/AM,£22k,£19k,£684,27
307,495354,Khevin Rodrigo Fraga,Figueirense,Volante,50000,Brasileiro C,Figueirense Futebol Clube,"DM, M",£5k,£5k,£144,23
308,-71412,Lucas de Oliveira Teodoro Falcao,Tombense,Volante,50000,Brasileiro C,Tombense Futebol Clube,"DM, M",£27k,£53k,£426,22
309,72467,Marconi Ribeiro Souza,Floresta EC,Volante,50000,Brasileiro C,Floresta Esporte Clube,"DM, M",£6k,£300m,£378,32
310,448056,Willean Bernardo Willemen,Grêmio Novorizontino,Volante,50000,Brasileiro C,Grêmio Novorizontino,"D/WB , DM, M",£51k,£29k,£792,23
311,301868,Gustavo Caetano de Sousa,Santa Cruz,Volante,0,Brasileiro C,Santa Cruz Futebol Clube,DM,£5k,£15k,£225,23
312,473952,Cleverton Matheus da Luz Tenorio,Jacuipense,Volante,0,Brasileiro C,Esporte Clube Vitória,"M , AM",£22k,£121k,£450,21
313,-69257,Joao Pedro de Giuli,Grêmio Novorizontino,Volante,0,Brasileiro C,Grêmio Novorizontino,"DM, M",£6k,£29k,£268,21
314,216752,Bruno Felipe Lima Teixeira,Ituano,Volante,0,Brasileiro C,Ituano Futebol Clube,"DM, M",£14k,£12k,£408,27
315,248887,Rodrigo Vasconcelos Oliveira,Tombense,Volante,0,Brasileiro C,Tombense Futebol Clube,DM,£34k,£45k,£2k,26
316,-163973,Gabriel Caetano Godoy de Andrade,Botafogo SP,Volante,0,Brasileiro C,Botafogo Futebol Clube-SP,"DM, M",£321,£10k,£24,18
317,113101,Rafael Aparecido de Paulo Tavares,Botafogo SP,Volante,0,Brasileiro C,Esporte Clube São José-RS,"M , AM",£21k,£28k,£539,29
318,176661,Emerson Gustavo Pinto dos Santos,Botafogo SP,Volante,0,Brasileiro C,Botafogo Futebol Clube-SP,M/AM,£19k,£13k,£337,28
319,336941,Oberdan Alionco de Lima,Figueirense,Volante,0,Brasileiro C,Futebol Clube Cascavel,"DM, M",£1k,£0,£111,24
320,-80722,John Everson de Morais Mesquita,Botafogo SP,Volante,0,Brasileiro C,Fluminense Football Club,DM,£3k,£2k,£106,20
321,72135,Leonardo Santos do Vale,Altos,Volante,0,Brasileiro C,Associação Atlética de Altos,"DM, M",£3k,£300m,£225,32
322,443959,Fabricio Silva Costa,Figueirense,Volante,0,Brasileiro C,Figueirense Futebol Clube,"DM, M",£46k,£241k,£653,22
323,-74809,Daniel Nascimento Peixoto dos Santos,Jacuipense,Volante,0,Brasileiro C,Esporte Clube Jacuipense,"DM, M",£3k,£4k,£127,23
324,71904,Allan Monteiro Dias,Manaus,Volante,0,Brasileiro C,Esporte Clube São Bento-SP,"M/AM , ST",£16k,£41k,£547,31
325,114546,Gabriel Davis dos Santos,Manaus,Volante,0,Brasileiro C,Manaus Futebol Clube,"AM , ST",£1k,£0,£92,30
326,208443,Gilson Cesar Santos Alves,Manaus,Volante,0,Brasileiro C,Manaus Futebol Clube,M,£11k,£13k,£337,30
327,290775,Vinicius dos Santos,Manaus,Volante,0,Brasileiro C,Manaus Futebol Clube,M/AM,£14k,£36k,£372,28
328,307299,Charles Raphael de Almeida,Jacuipense,Volante,0,Brasileiro C,Associação Desportiva São Caetano,DM,£10k,£17k,£181,25
329,-39055,Alison Jose da Silva,Oeste,Volante,0,Brasileiro C,Oeste Futebol Clube,DM,£9k,£9k,£333,23
330,65206,Clayton Ely Oriani Junior,Ypiranga Erechim,Volante,0,Brasileiro C,Ypiranga Futebol Clube-RS,DM,£14k,£300m,£546,31
331,328161,Mikael Guterres Michel,Ypiranga Erechim,Volante,0,Brasileiro C,Ypiranga Futebol Clube-RS,"D , DM, M",£697,£0,£79,26
332,72121,Paulo Sergio de Oliveira,Paysandu,Volante,0,Brasileiro C,Santa Cruz Futebol Clube,"DM, M",£37k,£300m,£1k,31
333,234464,Jhonnatan Guimaraes Saraiva Teixeira,Paysandu,Volante,0,Brasileiro C,Clube Náutico Capibaribe,"DM, M",£30k,£16k,£816,28
334,-168478,Emerson Junior Rocha dos Santos,Volta Redonda,Volante,0,Brasileiro C,Volta Redonda Futebol Clube,"DM, M",£214,£2k,£51,22
335,-139688,Gabriel Pereira Magalhaes dos Santos,Volta Redonda,Volante,0,Brasileiro C,Volta Redonda Futebol Clube,D,£203,£0,£26,20
336,71700,Bruno Sergio Jaime,Volta Redonda,Volante,0,Brasileiro C,Volta Redonda Futebol Clube,"DM, M",£2k,£300m,£349,34
337,234025,Luciano Francisco Paulino,Volta Redonda,Volante,0,Brasileiro C,Volta Redonda Futebol Clube,"AM , ST",£16k,£28k,£422,28
338,287927,Diego Viana da Silva,Ferroviário,Volante,0,Brasileiro C,Ferroviário Atlético Clube-CE,M/AM,£734,£0,£79,25
339,475319,Wesllen Jose Sousa Martins,Ferroviário,Volante,0,Brasileiro C,Ferroviário Atlético Clube-CE,"DM, M",£2k,£7k,£117,24
340,-198852,Gabriel Yanno Soares Belisario,Botafogo PB,Volante,0,Brasileiro C,Botafogo Futebol Clube-PB,D,£203,£0,£28,19
341,33458,Pablo de Barros Paulino,Botafogo PB,Volante,0,Brasileiro C,Botafogo Futebol Clube-PB,"D/WB , DM, M , AM",£30k,£300m,£932,31
342,33771,Cicero Jose da Silva Junior,Botafogo PB,Volante,0,Brasileiro C,Botafogo Futebol Clube-PB,M/AM,£4k,£5k,£576,34
343,472647,Marcos Antonio Severo dos Santos,Tombense,Volante,0,Brasileiro C,Tombense Futebol Clube,AM,£11k,£9k,£326,23
344,-113122,Kriguer Lucero Antunes,Paraná,Volante,0,Brasileiro C,Paraná Clube,M/AM,£321,£8k,£25,20
345,32738,Yuri Naves Roberto,Floresta EC,Volante,0,Brasileiro C,Vila Nova Futebol Clube,"DM, M",£30k,£27k,£729,30
346,113046,Joedson Santos Almeida,Floresta EC,Volante,0,Brasileiro C,Floresta Esporte Clube,"DM, M",£494,£300m,£93,31
347,189419,Jorge Nascimento Capela,Altos,Volante,0,Brasileiro C,Associação Atlética de Altos,"DM, M",£10k,£18k,£378,29
348,471963,Ray Silva do Nascimento,Altos,Volante,0,Brasileiro C,Associação Atlética de Altos,"DM, M",£214,£0,£67,25
349,-112858,Lissandro Carlotto Schultz,EC São José,Volante,0,Brasileiro C,Esporte Clube São José-RS,DM,£3k,£17k,£133,21
350,-71437,Fabiano Terra Santiago,EC São José,Volante,0,Brasileiro C,Esporte Clube São José-RS,"DM, M",£5k,£25k,£189,21
351,415133,Daniel de Carvalho,Mirassol,Volante,0,Brasileiro C,Mirassol Futebol Clube,DM,£12k,£11k,£421,24
352,402804,Eduardo Jacinto de Biasi,Criciúma,Volante,0,Brasileiro C,Criciúma Esporte Clube,"DM, M",£57k,£167k,£900,23
353,334016,Douglas Baggio de Oliveira Costa,Grêmio Novorizontino,Extremo,500000,Brasileiro C,Goiás Esporte Clube,"AM , ST",£127k,£183k,£933,25
354,176492,Daniel de Oliveira Sertanejo,Grêmio Novorizontino,Extremo,325000,Brasileiro C,Grêmio Novorizontino,AM,£25k,£20k,£729,25
355,470542,Robson Jose Brilhante Martins,Paysandu,Extremo,300000,Brasileiro C,Red Bull Bragantino,"AM , ST",£95k,£534k,£835,21
356,478693,Madson de Souza Silva,Santa Cruz,Extremo,250000,Brasileiro C,Sport Club Corinthians Paulista,M/AM,£70k,£156k,£826,20
357,-71037,Adriano da Silva Barros Junior,Paraná,Extremo,250000,Brasileiro C,Clube Atlético Mineiro,"DM, M",£7k,£5k,£177,20
358,378419,Fauver Frank Mendes Braga,Santa Cruz,Extremo,225000,Brasileiro C,Afogados da Ingazeira Futebol Clube,AM,£4k,£7k,£162,25
359,228607,Diego Barbosa Tavares,Figueirense,Extremo,200000,Brasileiro C,Esporte Clube São Bento-SP,D/WB/M/AM,£52k,£92k,£828,29
360,435474,Alessandro Vinicius Goncalves da Silva,EC São José,Extremo,200000,Brasileiro C,Criciúma Esporte Clube,AM,£15k,£11k,£285,21
361,167811,Samuel Henrique dos Santos Eleoterio,Mirassol,Extremo,125000,Brasileiro C,Esporte Clube Juventude,D/WB,£24k,£17k,£948,30
362,391633,Everton Galdino Moreira,Tombense,Extremo,100000,Brasileiro C,Tombense Futebol Clube,AM,£29k,£62k,£668,23
363,289206,Hygor Cleber Garcia Silva,Criciúma,Extremo,100000,Brasileiro C,Associação Ferroviária de Esportes,"AM , ST",£20k,£9k,£597,27
364,290404,Marcos Wesley Ximenes Medeiros,Ferroviário,Extremo,50000,Brasileiro C,Ceará Sporting Club,"AM , ST",£32k,£21k,£412,24
365,332523,Jeremias Everton de Almeida Santos,Jacuipense,Extremo,50000,Brasileiro C,Esporte Clube Bahia,M/AM,£18k,£52k,£279,23
366,398668,Luan Ferreira dos Santos,Jacuipense,Extremo,50000,Brasileiro C,Ceará Sporting Club,"M , AM",£22k,£14k,£306,24
367,-70870,Bruno Michel Santana,Botafogo SP,Extremo,25000,Brasileiro C,Associação Atlética Ponte Preta,AM,£71k,£153k,£951,21
368,329958,Douglas de Jesus Lima,Manaus,Extremo,0,Brasileiro C,Manaus Futebol Clube,AM,£16k,£43k,£407,26
369,125626,Jarbas Rodrigo Coelho Lima,-,Extremo,0,Brasileiro C,Associação Desportiva Bahia de Feira,"DM, M",£476,£0,£93,28
370,290511,Eduardo Jose Barbosa da Silva Junior,Paraná,Extremo,0,Brasileiro C,Paraná Clube,AM,£71k,£170k,£810,24
371,434323,Carlos Eduardo Barone Barboza,Ituano,Extremo,0,Brasileiro C,Ituano Futebol Clube,AM,£20k,£17k,£523,25
