,id,Nome jogador,Time na época,primary_position,market_value,competição,Time,Posição,Value,Custo,Wage,Idade
961,-169080,Leandro Sardinha Rocha da Silva,Madureira,Meio Campista,0,Brasileiro D,Associação Atlética Coruripe,"AM , ST",£1k,£3k,£104,25
962,298827,David Lustosa de Oliveira,Brasiliense,Meio Campista,0,Brasileiro D,Brasiliense Futebol Clube,AM,£225,£0,£67,27
963,-247120,Rafael Moraes Lemos,Nova Mutum EC,Meio Campista,0,Brasileiro D,Sociedade Esportiva Juventude,AM,£225,£0,£47,24
964,8927,Valdecir de Souza Junior,Palmas,Meio Campista,0,Brasileiro D,Palmas Futebol e Regatas,"M , AM",£8k,£300m,£547,33
965,185661,Joao Ananias Jordao Junior,Treze,Volante,550000,Brasileiro D,Grêmio Esportivo Brasil,"D/WB , DM",£28k,£26k,£477,29
966,404439,Joao Pedro Heinen Silva,Cascavel,Volante,400000,Brasileiro D,Club Athletico Paranaense,AM,£796k,£2m,£3k,23
967,57291,Joseilson Batista dos Santos,-,Volante,400000,Brasileiro D,Esporte Clube Jacuipense,DM,£3k,£300m,£653,35
968,72948,Leandro Leite Mateus,Caucaia,Volante,325000,Brasileiro D,Esporte Clube São Luiz,"DM, M",£3k,£300m,£772,37
969,169154,Diego Francolino da Silva,Marcílio Dias,Volante,300000,Brasileiro D,Clube Náutico Marcílio Dias,"D , DM",£3k,£3k,£244,31
970,247826,Guilherme Xavier de Oliveira,Joinville,Volante,250000,Brasileiro D,Clube Náutico Marcílio Dias,"D/WB , DM, M",£3k,£3k,£189,25
971,292428,Elber Barbosa Ribeiro,Rio Branco ES,Volante,150000,Brasileiro D,Sinop Futebol Clube-MT,DM,£214,£0,£33,28
972,72748,Olivio Aparecido Costa,ASA,Volante,100000,Brasileiro D,Clube de Regatas Brasil,"DM, M",£3k,£2k,£149,32
973,334293,Heberton Ferreira da Silva,Porto Velho,Volante,75000,Brasileiro D,Afogados da Ingazeira Futebol Clube,D/WB,£15k,£29k,£442,26
974,470543,Julio Cezar Rusch,Inter de Limeira,Volante,50000,Brasileiro D,Coritiba Foot Ball Club,"DM, M",£104k,£598k,£518,22
975,116402,Fernando Gasparini Carandina,Ferroviária,Volante,50000,Brasileiro D,Associação Ferroviária de Esportes,"DM, M",£12k,£11k,£465,30
976,403837,Julen Sandy Rodrigues Ferreira,Brasiliense,Volante,0,Brasileiro D,Brasiliense Futebol Clube,"DM, M , AM",£214,£0,£50,26
977,-166097,Douglas Firmino da Silva,-,Volante,0,Brasileiro D,Ji-Paraná Futebol Clube,GK,£169,£0,£25,27
978,84751,Everton Heleno dos Santos,América RN,Volante,0,Brasileiro D,Associação Atlética Portuguesa-RJ,"DM, M",£19k,£8k,£537,29
979,179215,Denner Nascimento da Luz,ABC,Volante,0,Brasileiro D,ABC Futebol Clube,"M , AM",£29k,£25k,£693,26
980,207126,Wellington Cezar Alves de Lima,América RN,Volante,0,Brasileiro D,Associação Atlética Portuguesa-RJ,DM,£165k,£73k,£2k,26
981,263227,Diego Silva Costa,-,Volante,0,Brasileiro D,ABC Futebol Clube,"DM, M/AM",£7k,£6k,£291,25
982,445456,Vinicius Alexandre Pinto,ABC,Volante,0,Brasileiro D,ABC Futebol Clube,"DM, M/AM",£6k,£3k,£268,24
983,37516,Marcio Gama Moreira,Porto Velho,Volante,0,Brasileiro D,Nacional Fast Clube,"D , DM, M",£2k,£300m,£442,36
984,116445,Felipe Renato Sorbara Santos,Porto Velho,Volante,0,Brasileiro D,Nacional Fast Clube,"D , DM",£179,£0,£30,30
985,484883,Erivan Pedro da Silva Junior,América RN,Volante,0,Brasileiro D,América Futebol Clube-RN,D,£191,£1k,£30,20
986,-38827,Franklin Cardoso Soares,Caldense,Volante,0,Brasileiro D,Associação Atlética Caldense,"DM, M",£214,£0,£31,20
987,196483,Lidio Ferreira Carmo Filho,Brasiliense,Volante,0,Brasileiro D,Brasiliense Futebol Clube,"DM, M",£14k,£300m,£948,33
988,-71717,Daniel de Oliveira de Sousa,Porto Velho,Volante,0,Brasileiro D,Tombense Futebol Clube,DM,£0,£0,£57,22
989,9044,Marcelo de Mattos Terra,Bangu,Volante,0,Brasileiro D,Bangu Atlético Clube,"DM, M",£536,£0,£291,36
990,293304,Sandro Alves Lira,Ypiranga AP,Volante,0,Brasileiro D,Santos Futebol Clube-AP,DM,£214,£0,£24,29
991,284725,Robson Ferreira de Azevedo,Cascavel,Volante,0,Brasileiro D,Futebol Clube Cascavel,AM,£24k,£11k,£411,26
992,436475,Marcelo Gama Ramos,Cascavel,Volante,0,Brasileiro D,Associação Desportiva Cabofriense,"DM, M/AM",£6k,£6k,£268,24
993,130590,Jonata Escobar,Cianorte,Volante,0,Brasileiro D,Esporte Clube São Bento-SP,DM,£26k,£45k,£758,32
994,451362,Weverton da Luz Braz,Galvez,Volante,0,Brasileiro D,Galvez Esporte Clube,"D/WB , AM",£2k,£4k,£109,28
995,485610,Josedson Daniel Ribeiro Mota,São Raimundo RR,Volante,0,Brasileiro D,São Raimundo Esporte Clube-RR,"DM, M",£214,£0,£27,22
996,130695,Levi Nepomuceno da Silva,Treze,Volante,0,Brasileiro D,Associação Olímpica de Itabaiana,"DM, M",£6k,£10k,£268,30
997,79963,Johnnattan Wendell da Silva Santos,ASA,Volante,0,Brasileiro D,Associação Desportiva Freipaulistano,"DM, M",£3k,£5k,£225,31
998,226911,Willian Kaefer,Atlético Alagoinhas,Volante,0,Brasileiro D,Alagoinhas Atlético Clube,"DM, M",£214,£0,£26,26
999,-93603,Donizete Junior Marra Bahia,Inter de Limeira,Volante,0,Brasileiro D,Santos Futebol Clube,M/AM,£32k,£212k,£489,20
1000,282405,Pedro de Souza Botelho,Santo André,Volante,0,Brasileiro D,Ypiranga Futebol Clube-RS,"AM , ST",£9k,£4k,£284,27
1001,72469,Rafael Aparecido da Silva,Murici,Volante,0,Brasileiro D,Mirassol Futebol Clube,"AM , ST",£55k,£48k,£1k,25
1002,235748,Edimar dos Santos,Itabaiana,Volante,0,Brasileiro D,Associação Olímpica de Itabaiana,"DM, M",£0,£0,£31,34
1003,250050,Ricardo da Silva Guerra,Castanhal,Volante,0,Brasileiro D,Bragantino Clube do Pará,DM,£639,£300m,£215,35
1004,283198,Davi Xavier Lopes dos Santos,Joinville,Volante,0,Brasileiro D,Joinville Esporte Clube,"DM, M",£6k,£5k,£246,27
1005,-70007,Denilson Alves Borges,Bangu,Volante,0,Brasileiro D,Clube Atlético Mineiro,AM,£734,£0,£80,19
1006,461575,Victor Feitosa de Freitas,Madureira,Volante,0,Brasileiro D,Associação Desportiva Cabofriense,"D , DM",£132,£0,£50,24
1007,170187,Leandro Trajano de Lima,Atlético Alagoinhas,Volante,0,Brasileiro D,Guarany Sporting Club,"DM, M",£5k,£9k,£213,28
1008,284095,Dionisio Pereira de Souza Neto,Atlético Alagoinhas,Volante,0,Brasileiro D,Alagoinhas Atlético Clube,M/AM,£225,£0,£33,26
1009,472448,Lucas Alisson da Silva Santos,Atlético Alagoinhas,Volante,0,Brasileiro D,Fortaleza Esporte Clube,"AM , ST",£450,£0,£25,21
1010,72695,Jenner Zottele,Brasiliense,Volante,0,Brasileiro D,Brasiliense Futebol Clube,AM,£298,£0,£159,35
1011,396432,Savio Henrique Morais da Silva,Tocantinópolis,Volante,0,Brasileiro D,Tocantinópolis Esporte Clube,"DM, M",£214,£0,£40,26
1012,80607,Carlos Alberto da Silva Goncalves Junior,Caxias,Volante,0,Brasileiro D,Sociedade Esportiva e Recreativa Caxias do Sul,M/AM,£12k,£5k,£684,32
1013,120755,Paulo Martinho Pereira dos Santos,Caxias,Volante,0,Brasileiro D,Esporte Clube São Luiz,DM,£2k,£1k,£213,33
1014,521397,Marlon Silva Lacorte,Caxias,Volante,0,Brasileiro D,Sociedade Esportiva e Recreativa Caxias do Sul,"D , DM",£214,£0,£58,22
1015,480289,Rafael Victor Silva Santos,Campinense,Volante,0,Brasileiro D,Campinense Clube,"DM, M",£4k,£12k,£203,23
1016,-71641,Alexandre Tubias Pontes,Boa,Volante,0,Brasileiro D,Salgueiro Atlético Clube,"DM, M/AM",£214,£0,£31,24
1017,472628,Bruno Henrique Cardoso da Silva,Aparecidense,Volante,0,Brasileiro D,Associação Atlética Aparecidense,DM,£214,£0,£30,25
1018,310230,Germano Caon Ferreira,Gama,Volante,0,Brasileiro D,Esporte Clube São Luiz,DM,£10k,£17k,£357,26
1019,-205834,Joao Vitor Ferreira de Souza,Palmas,Volante,0,Brasileiro D,Palmas Futebol e Regatas,M/AM,£214,£0,£25,19
1020,122310,Marcos Vinicius Bento,Palmas,Volante,0,Brasileiro D,Palmas Futebol e Regatas,"DM, M",£214,£0,£50,28
1021,237173,Ryan do Nascimento Ramos,Palmas,Volante,0,Brasileiro D,Palmas Futebol e Regatas,"DM, M",£7k,£14k,£232,28
1022,324681,Guilherme Maximiano dos Santos,Retrô,Volante,0,Brasileiro D,Boa Esporte Clube,"D/WB , DM",£14k,£36k,£372,26
1023,9170,Fabio Junior Nascimento Santana,São Bento,Volante,0,Brasileiro D,Esporte Clube São Bento-SP,"D/WB , DM, M",£7k,£10k,£828,36
1024,307374,Wanderson Anunciacao de Miranda,Goianésia,Volante,0,Brasileiro D,Goianésia Esporte Clube,DM,£6k,£10k,£213,27
1025,475917,Luis Eduardo Vieira Barbosa,Goianésia,Volante,0,Brasileiro D,Goianésia Esporte Clube,"DM, M",£214,£0,£54,24
1026,119006,Diego Fernando da Costa Silva,Atlético Acreano,Volante,0,Brasileiro D,Atlético Acreano,M/AM,£225,£0,£30,29
1027,226855,Sidney Fraga Nery da Silva,Peñarol,Volante,0,Brasileiro D,River Atlético Clube-PI,DM,£5k,£8k,£323,32
1028,262131,Renato Paula de Abreu,Atlético Acreano,Volante,0,Brasileiro D,Alagoinhas Atlético Clube,DM,£341,£300m,£82,32
1029,-38926,Alessandro Lucas Sena Nunes,Marcílio Dias,Volante,0,Brasileiro D,Clube Náutico Marcílio Dias,AM,£734,£0,£78,23
1030,48787,Hudson Fernando Tobias de Carvalho,Imperatriz,Lateral direito,300000,Brasileiro D,Real Noroeste Capixaba Futebol Clube,D/WB/M/AM,£1k,£300m,£232,34
1031,405604,Raul Jose Cardoso,Boa,Lateral direito,100000,Brasileiro D,Futebol Clube Cascavel,D/WB,£11k,£19k,£408,23
1032,219322,Wanderson Lima da Cunha,Goianésia,Lateral direito,100000,Brasileiro D,Independente Atlético Clube,D/WB,£191,£0,£57,25
1033,282234,Jose Augusto Silva Rodrigues,-,Lateral direito,0,Brasileiro D,Guarany Sporting Club,"D , WB , DM, M",£3k,£3k,£171,27
1034,292167,Evaldo Nascimento Lamaur Neto,ABC,Lateral direito,0,Brasileiro D,ABC Futebol Clube,"D/WB , M",£9k,£15k,£378,26
1035,472627,Ramon da Silva Santos,Itabaiana,Lateral direito,0,Brasileiro D,Associação Olímpica de Itabaiana,D,£203,£0,£71,25
1036,112886,Paulo Roberto Santos de Souza,Atlético Alagoinhas,Lateral direito,0,Brasileiro D,Alagoinhas Atlético Clube,D/WB/M/AM,£1k,£0,£102,30
1037,520791,Diogo Augusto Pereira Neto,Brasiliense,Lateral direito,0,Brasileiro D,Brasiliense Futebol Clube,D/WB,£17k,£27k,£138,22
1038,292472,Marcio Vicente Barbosa,Tocantinópolis,Lateral direito,0,Brasileiro D,Tocantinópolis Esporte Clube,D,£191,£0,£43,25
1039,-71411,Lucas Serafini,Esportivo,Lateral direito,0,Brasileiro D,Esporte Clube Juventude,"DM, M",£134,£19k,£71,20
1040,450991,Lucas Carvalho da Silva,Caxias,Lateral direito,0,Brasileiro D,Esporte Clube São Luiz,D/WB,£25k,£58k,£582,24
1041,330936,Odair Junior Jesus de Souza,União Rondonópolis,Lateral direito,0,Brasileiro D,Clube Esportivo Operário Várzea-Grandense,"DM, M",£214,£0,£25,27
1042,115622,Adriel Messias Ferreira Andrade,Aparecidense,Lateral direito,0,Brasileiro D,Associação Atlética Aparecidense,"D/WB , DM",£191,£0,£67,28
1043,494968,Michael Quintanilha da Silva,Nova Mutum EC,Lateral direito,0,Brasileiro D,Associação Desportiva Cabofriense,D/WB,£1k,£0,£137,24
1044,329553,Jose Augusto Soares de Lima,Retrô,Lateral direito,0,Brasileiro D,Santa Cruz Futebol Clube,D,£5k,£2k,£246,24
1045,402064,Anderson Vieira de Oliveira,Central,Lateral direito,0,Brasileiro D,Salgueiro Atlético Clube,D,£623,£10k,£93,23
1046,-244043,Rafael Henrique Peixoto de Andrade,Caldense,Lateral direito,0,Brasileiro D,Associação Atlética Caldense,M/AM,£214,£0,£24,21
1047,-72105,Gustavo Henrique Oliveira Fonseca,Marcílio Dias,Lateral direito,0,Brasileiro D,Clube Náutico Marcílio Dias,D/WB,£4k,£5k,£225,26
1048,226938,Luiz Renan da Silva,Marcílio Dias,Lateral direito,0,Brasileiro D,Clube Náutico Marcílio Dias,"D/WB , DM",£8k,£6k,£280,24
